#ID	Group	Solicit	Course	Entity	Day	Hour	Bld	Type	Room	Vacanc	NPupils	Priori	Special
7721 552 0 207 - 2 14 17 1 -1 60 - 0 - 
7722 552 0 207 - 2 15 17 1 -1 60 - 0 - 
7725 552 0 207 - 3 14 17 1 -1 60 - 0 - 
7726 552 0 207 - 3 15 17 1 -1 60 - 0 - 
7727 552 0 207 - 3 16 17 1 -1 60 - 0 - 
7729 552 0 207 - 4 14 17 1 -1 60 - 0 - 
7730 552 0 207 - 4 15 17 1 -1 60 - 0 - 
7733 552 0 207 - 5 14 17 1 -1 60 - 0 - 
7734 552 0 207 - 5 15 17 1 -1 60 - 0 - 
7735 552 0 207 - 5 16 17 1 -1 60 - 0 - 
7736 552 0 207 - 5 17 17 1 -1 60 - 0 - 
7751 555 0 72 - 2 14 15 2 -1 45 - 0 - 
7752 555 0 72 - 2 15 15 2 -1 45 - 0 - 
7753 555 0 72 - 4 12 15 2 -1 45 - 0 - 
7754 555 0 72 - 4 13 15 2 -1 45 - 0 - 
7771 550 0 185 - 2 2 4 1 -1 50 - 0 - 
7772 550 0 185 - 2 3 4 1 -1 50 - 0 - 
7787 556 0 72 - 2 14 1 2 -1 45 - 0 - 
7788 556 0 72 - 2 15 1 2 -1 45 - 0 - 
7801 550 0 185 - 2 4 4 1 -1 50 - 0 - 
7802 550 0 185 - 2 5 4 1 -1 50 - 0 - 
7811 559 0 72 - 3 14 2 2 -1 40 - 0 - 
7812 559 0 72 - 3 15 2 2 -1 40 - 0 - 
7839 560 0 185 - 1 4 4 1 -1 50 - 0 - 
7840 560 0 185 - 1 5 4 1 -1 50 - 0 - 
7874 534 0 189 - 1 7 12 1 -1 60 - 0 - 
7875 534 0 189 - 1 8 12 1 -1 60 - 0 - 
7876 534 0 189 - 2 7 12 1 -1 60 - 0 - 
7889 553 0 207 - 4 2 17 1 -1 40 - 0 - 
7890 553 0 207 - 4 3 17 1 -1 40 - 0 - 
7891 553 0 207 - 4 4 17 1 -1 40 - 0 - 
7892 553 0 207 - 4 5 17 1 -1 40 - 0 - 
7906 560 0 185 - 2 2 4 1 -1 50 - 0 - 
7907 560 0 185 - 2 3 4 1 -1 50 - 0 - 
7915 560 0 185 - 2 4 4 1 -1 50 - 0 - 
7916 560 0 185 - 2 5 4 1 -1 50 - 0 - 
7919 560 0 185 - 3 2 4 1 -1 50 - 0 - 
7920 560 0 185 - 3 3 4 1 -1 50 - 0 - 
7921 560 0 185 - 3 4 4 1 -1 50 - 0 - 
7922 560 0 185 - 3 5 4 1 -1 50 - 0 - 
7927 563 0 185 - 1 2 4 1 -1 50 - 0 - 
7928 563 0 185 - 1 3 4 1 -1 50 - 0 - 
7929 563 0 185 - 3 2 4 1 -1 50 - 0 - 
7930 563 0 185 - 3 3 4 1 -1 50 - 0 - 
7931 562 0 207 - 4 2 17 1 -1 50 - 0 - 
7932 562 0 207 - 4 3 17 1 -1 50 - 0 - 
7933 562 0 207 - 4 4 17 1 -1 50 - 0 - 
7934 562 0 207 - 4 5 17 1 -1 50 - 0 - 
7935 563 0 185 - 1 4 4 1 -1 50 - 0 - 
7936 563 0 185 - 1 5 4 1 -1 50 - 0 - 
7937 563 0 185 - 3 4 4 1 -1 50 - 0 - 
7938 563 0 185 - 3 5 4 1 -1 50 - 0 - 
7947 563 0 185 - 2 2 4 1 -1 50 - 0 - 
7948 563 0 185 - 2 3 4 1 -1 50 - 0 - 
7963 563 0 185 - 2 2 4 1 -1 50 - 0 - 
7964 563 0 185 - 2 3 4 1 -1 50 - 0 - 
7965 563 0 185 - 4 2 4 1 -1 50 - 0 - 
7966 563 0 185 - 4 3 4 1 -1 50 - 0 - 
7971 564 0 185 - 2 4 4 1 -1 50 - 0 - 
7972 564 0 185 - 2 5 4 1 -1 50 - 0 - 
7973 564 0 185 - 4 4 4 1 -1 50 - 0 - 
7974 564 0 185 - 4 5 4 1 -1 50 - 0 - 
7975 564 0 185 - 2 6 4 2 -1 25 - 0 - 
7976 564 0 185 - 2 7 4 2 -1 25 - 0 - 
7979 436 0 190 - 1 11 12 2 -1 40 - 0 - 
7980 436 0 190 - 1 12 12 2 -1 40 - 0 - 
7981 436 0 190 - 2 9 12 2 -1 40 - 0 - 
7982 436 0 190 - 2 10 12 2 -1 40 - 0 - 
7991 561 0 72 - 4 12 2 2 -1 45 - 0 - 
7992 561 0 72 - 4 13 2 2 -1 45 - 0 - 
8041 569 0 72 - 1 14 2 2 -1 45 - 0 - 
8042 569 0 72 - 1 15 2 2 -1 45 - 0 - 
8113 489 0 35 - 1 2 1 1 -1 60 - 0 - 
8114 489 0 35 - 1 3 1 1 -1 60 - 0 - 
8165 551 0 7 - 4 2 5 3 -1 40 - 0 - 
8190 551 0 7 - 2 3 5 3 -1 40 - 0 - 
8191 551 0 7 - 2 4 5 3 -1 40 - 0 - 
8218 569 0 72 - 3 14 4 2 -1 45 - 0 - 
8219 569 0 72 - 3 15 4 2 -1 45 - 0 - 
8244 585 0 72 - 5 12 15 2 -1 45 - 0 - 
8245 585 0 72 - 5 13 15 2 -1 45 - 0 - 
8246 585 0 72 - 5 14 15 2 -1 45 - 0 - 
8247 585 0 72 - 5 15 15 2 -1 45 - 0 - 
8248 585 0 72 - 1 12 15 2 -1 45 - 0 - 
8249 585 0 72 - 1 13 15 2 -1 45 - 0 - 
8250 585 0 72 - 1 14 15 2 -1 45 - 0 - 
8251 585 0 72 - 1 15 15 2 -1 45 - 0 - 
8252 585 0 72 - 3 12 15 2 -1 45 - 0 - 
8253 585 0 72 - 3 13 15 2 -1 45 - 0 - 
8265 586 0 72 - 1 14 1 2 -1 45 - 0 - 
8266 586 0 72 - 1 15 1 2 -1 45 - 0 - 
8279 586 0 72 - 3 14 2 2 -1 45 - 0 - 
8280 586 0 72 - 3 15 2 2 -1 45 - 0 - 
8330 588 0 45 - 1 12 1 1 -1 60 - 0 - 
8331 588 0 45 - 1 13 1 1 -1 60 - 0 - 
8334 588 0 45 - 2 12 1 1 -1 60 - 0 - 
8335 588 0 45 - 2 13 1 1 -1 60 - 0 - 
8336 588 0 45 - 4 12 1 1 -1 60 - 0 - 
8337 588 0 45 - 4 13 1 1 -1 60 - 0 - 
8338 588 0 45 - 4 14 1 2 -1 60 - 0 - 
8339 588 0 45 - 4 15 1 2 -1 60 - 0 - 
8340 588 0 45 - 5 12 1 2 -1 60 - 0 - 
8341 588 0 45 - 5 13 1 2 -1 60 - 0 - 
8364 589 0 15 - 2 4 2 1 -1 50 - 0 - 
8365 589 0 15 - 2 5 2 1 -1 50 - 0 - 
8366 590 0 45 - 1 14 1 2 -1 40 - 0 - 
8367 590 0 45 - 1 15 1 2 -1 40 - 0 - 
8368 590 0 45 - 5 12 1 2 -1 40 - 0 - 
8369 590 0 45 - 5 13 1 2 -1 40 - 0 - 
8439 592 0 45 - 5 14 1 2 -1 40 - 0 - 
8440 592 0 45 - 5 15 1 2 -1 40 - 0 - 
8503 599 0 45 - 2 4 4 1 -1 60 - 0 - 
8504 599 0 45 - 2 5 4 1 -1 60 - 0 - 
8505 599 0 45 - 4 4 4 2 -1 60 - 0 - 
8506 599 0 45 - 5 4 4 2 -1 60 - 0 - 
8507 599 0 45 - 4 5 4 2 -1 60 - 0 - 
8508 599 0 45 - 5 5 4 2 -1 60 - 0 - 
8513 599 0 45 - 5 6 4 2 -1 60 - 0 - 
8514 599 0 45 - 5 7 4 2 -1 60 - 0 - 
8519 599 0 45 - 5 6 4 2 -1 60 - 0 - 
8520 599 0 45 - 5 7 4 2 -1 60 - 0 - 
8527 599 0 45 - 2 6 4 1 -1 60 - 0 - 
8528 599 0 45 - 2 7 4 1 -1 60 - 0 - 
8529 599 0 45 - 2 8 4 1 -1 60 - 0 - 
8530 599 0 45 - 2 9 4 1 -1 60 - 0 - 
8607 605 0 72 - 3 14 2 2 -1 45 - 0 - 
8608 605 0 72 - 3 15 2 2 -1 45 - 0 - 
8609 261 0 52 - 4 2 4 1 -1 30 - 0 - 
8610 261 0 52 - 4 3 4 1 -1 30 - 0 - 
8611 261 0 52 - 4 4 4 1 -1 30 - 0 - 
8612 261 0 52 - 4 5 4 1 -1 30 - 0 - 
8613 605 0 72 - 5 12 2 2 -1 45 - 0 - 
8614 605 0 72 - 5 13 2 2 -1 45 - 0 - 
8615 605 0 72 - 5 14 2 2 -1 45 - 0 - 
8616 605 0 72 - 5 15 2 2 -1 45 - 0 - 
8719 607 0 40 - 2 14 2 2 -1 45 - 0 - 
8720 607 0 40 - 2 15 2 2 -1 45 - 0 - 
8723 607 0 40 - 4 14 2 2 -1 45 - 0 - 
8724 607 0 40 - 4 15 2 2 -1 45 - 0 - 
8731 608 0 40 - 4 12 1 2 -1 45 - 0 - 
8732 608 0 40 - 4 13 1 2 -1 45 - 0 - 
8733 608 0 40 - 4 14 1 2 -1 45 - 0 - 
8734 608 0 40 - 4 15 1 2 -1 45 - 0 - 
8737 608 0 40 - 5 14 2 2 -1 50 - 0 - 
8738 608 0 40 - 5 15 2 2 -1 50 - 0 - 
8739 609 0 40 - 1 12 2 1 -1 60 - 0 - 
8740 609 0 40 - 1 13 2 1 -1 60 - 0 - 
8745 609 0 40 - 2 14 1 2 -1 45 - 0 - 
8746 609 0 40 - 2 15 1 2 -1 45 - 0 - 
8749 609 0 40 - 3 14 2 2 -1 40 - 0 - 
8750 609 0 40 - 3 15 2 2 -1 40 - 0 - 
8753 609 0 40 - 4 14 2 2 -1 50 - 0 - 
8754 609 0 40 - 4 15 2 2 -1 50 - 0 - 
8757 609 0 40 - 5 14 2 2 -1 40 - 0 - 
8758 609 0 40 - 5 15 2 2 -1 40 - 0 - 
8761 610 0 40 - 1 14 2 2 -1 40 - 0 - 
8762 610 0 40 - 1 15 2 2 -1 40 - 0 - 
8765 610 0 40 - 3 14 2 2 -1 45 - 0 - 
8766 610 0 40 - 3 15 2 2 -1 45 - 0 - 
8769 610 0 40 - 4 14 4 2 -1 45 - 0 - 
8770 610 0 40 - 4 15 4 2 -1 45 - 0 - 
8773 610 0 40 - 5 14 1 2 -1 45 - 0 - 
8774 610 0 40 - 5 15 1 2 -1 45 - 0 - 
8849 618 0 139 - 2 6 13 1 -1 40 - 0 - 
8858 615 0 192 - 4 9 14 1 -1 40 - 0 - 
8859 615 0 192 - 4 10 14 1 -1 40 - 0 - 
8862 611 0 40 - 5 12 2 2 -1 45 - 0 - 
8863 611 0 40 - 5 13 2 2 -1 45 - 0 - 
8864 611 0 40 - 5 14 2 2 -1 45 - 0 - 
8865 611 0 40 - 5 15 2 2 -1 45 - 0 - 
8869 616 0 192 - 3 10 13 1 -1 40 - 0 - 
8872 619 0 40 - 1 12 2 2 -1 45 - 0 - 
8873 619 0 40 - 1 13 2 2 -1 45 - 0 - 
8874 619 0 40 - 1 14 2 2 -1 45 - 0 - 
8875 619 0 40 - 1 15 2 2 -1 45 - 0 - 
8883 618 0 139 - 4 5 13 1 -1 40 - 0 - 
8885 618 0 139 - 4 7 13 1 -1 40 - 0 - 
8886 619 0 40 - 2 12 4 2 -1 45 - 0 - 
8887 619 0 40 - 2 13 4 2 -1 45 - 0 - 
8888 619 0 40 - 2 14 4 2 -1 45 - 0 - 
8889 619 0 40 - 2 15 4 2 -1 45 - 0 - 
8893 619 0 40 - 3 12 2 2 -1 45 - 0 - 
8894 619 0 40 - 3 13 2 2 -1 45 - 0 - 
8895 619 0 40 - 3 14 2 2 -1 45 - 0 - 
8896 619 0 40 - 3 15 2 2 -1 45 - 0 - 
8897 619 0 40 - 4 12 15 2 -1 45 - 0 - 
8898 619 0 40 - 4 13 15 2 -1 45 - 0 - 
8899 619 0 40 - 4 14 15 2 -1 45 - 0 - 
8900 619 0 40 - 4 15 15 2 -1 45 - 0 - 
8904 619 0 40 - 5 12 2 2 -1 45 - 0 - 
8905 619 0 40 - 5 13 2 2 -1 45 - 0 - 
8906 619 0 40 - 5 14 2 2 -1 45 - 0 - 
8907 619 0 40 - 5 15 2 2 -1 45 - 0 - 
8927 622 0 40 - 1 9 15 2 -1 45 - 0 - 
8928 622 0 40 - 1 10 15 2 -1 45 - 0 - 
8929 622 0 40 - 3 9 15 2 -1 45 - 0 - 
8930 622 0 40 - 3 10 15 2 -1 45 - 0 - 
8945 0 0 136 - 3 1 13 1 -1 50 - 0 - 
8946 0 0 136 - 3 2 13 1 -1 50 - 0 - 
8948 223 0 136 - 2 6 13 1 -1 40 - 0 - 
8951 0 0 136 - 3 3 13 1 -1 50 - 0 - 
8952 0 0 136 - 3 4 13 1 -1 50 - 0 - 
8953 0 0 136 - 4 1 13 1 -1 50 - 0 - 
8954 0 0 136 - 4 2 13 1 -1 50 - 0 - 
8971 624 0 231 - 3 14 17 1 -1 40 - 0 - 
8972 624 0 231 - 3 15 17 1 -1 40 - 0 - 
9010 624 0 231 - 3 14 17 1 -1 40 - 0 - 
9011 624 0 231 - 3 15 17 1 -1 40 - 0 - 
9028 624 0 231 - 3 14 17 1 -1 40 - 0 - 
9029 624 0 231 - 3 15 17 1 -1 40 - 0 - 
9055 624 0 231 - 1 14 17 1 -1 40 - 0 - 
9056 624 0 231 - 1 15 17 1 -1 40 - 0 - 
9063 624 0 231 - 3 14 17 1 -1 40 - 0 - 
9064 624 0 231 - 3 15 17 1 -1 40 - 0 - 
9093 624 0 231 - 1 14 17 1 -1 40 - 0 - 
9094 624 0 231 - 1 15 17 1 -1 40 - 0 - 
9107 624 0 231 - 1 14 17 1 -1 40 - 0 - 
9108 624 0 231 - 1 15 17 1 -1 40 - 0 - 
9109 624 0 231 - 3 14 17 1 -1 40 - 0 - 
9110 624 0 231 - 3 15 17 1 -1 40 - 0 - 
9119 629 0 136 - 1 7 13 1 -1 50 - 0 - 
9120 629 0 136 - 1 8 13 1 -1 50 - 0 - 
9121 629 0 136 - 2 7 13 1 -1 50 - 0 - 
9125 629 0 136 - 2 1 13 1 -1 50 - 0 - 
9126 629 0 136 - 2 2 13 1 -1 50 - 0 - 
9132 624 0 231 - 2 14 17 1 -1 40 - 0 - 
9133 624 0 231 - 2 15 17 1 -1 40 - 0 - 
9138 629 0 136 - 2 3 12 2 -1 50 - 0 - 
9139 629 0 136 - 2 4 12 2 -1 50 - 0 - 
9140 629 0 136 - 2 5 12 2 -1 50 - 0 - 
9141 629 0 136 - 2 6 12 2 -1 50 - 0 - 
9146 629 0 136 - 3 1 12 2 -1 50 - 0 - 
9147 629 0 136 - 3 2 12 2 -1 50 - 0 - 
9148 629 0 136 - 3 7 12 2 -1 50 - 0 - 
9149 629 0 136 - 3 8 12 2 -1 50 - 0 - 
9150 629 0 136 - 4 5 12 1 -1 50 - 0 - 
9151 629 0 136 - 4 6 12 1 -1 50 - 0 - 
9152 629 0 136 - 5 5 13 2 -1 50 - 0 - 
9153 629 0 136 - 5 6 13 2 -1 50 - 0 - 
9154 624 0 231 - 2 14 17 1 -1 40 - 0 - 
9155 624 0 231 - 2 15 17 1 -1 40 - 0 - 
9174 631 0 136 - 2 14 13 2 -1 50 - 0 - 
9175 631 0 136 - 2 15 13 2 -1 50 - 0 - 
9176 631 0 136 - 3 3 13 1 -1 50 - 0 - 
9177 631 0 136 - 3 4 13 1 -1 50 - 0 - 
9179 631 0 136 - 4 5 13 2 -1 50 - 0 - 
9180 631 0 136 - 4 6 13 2 -1 50 - 0 - 
9181 631 0 136 - 5 5 13 2 -1 50 - 0 - 
9182 631 0 136 - 5 6 13 2 -1 50 - 0 - 
9187 632 0 136 - 1 5 12 2 -1 50 - 0 - 
9188 632 0 136 - 1 6 12 2 -1 50 - 0 - 
9189 632 0 136 - 2 5 12 2 -1 50 - 0 - 
9190 632 0 136 - 2 6 12 2 -1 50 - 0 - 
9191 632 0 136 - 2 1 12 2 -1 50 - 0 - 
9192 632 0 136 - 2 2 12 2 -1 50 - 0 - 
9193 632 0 136 - 2 3 12 2 -1 50 - 0 - 
9194 632 0 136 - 2 4 12 2 -1 50 - 0 - 
9195 632 0 136 - 2 7 12 2 -1 50 - 0 - 
9196 632 0 136 - 2 8 12 2 -1 50 - 0 - 
9199 632 0 136 - 3 3 13 1 -1 50 - 0 - 
9200 632 0 136 - 3 4 13 1 -1 50 - 0 - 
9201 632 0 136 - 4 5 12 2 -1 50 - 0 - 
9202 632 0 136 - 4 6 12 2 -1 50 - 0 - 
9216 633 0 141 - 1 5 12 1 -1 45 - 0 - 
9217 633 0 141 - 1 6 12 1 -1 45 - 0 - 
9218 633 0 141 - 1 7 12 1 -1 45 - 0 - 
9219 633 0 141 - 1 3 12 1 -1 45 - 0 - 
9220 633 0 141 - 1 4 12 1 -1 45 - 0 - 
9225 633 0 141 - 2 1 13 1 -1 45 - 0 - 
9226 633 0 141 - 2 2 13 1 -1 45 - 0 - 
9227 633 0 141 - 2 6 12 1 -1 45 - 0 - 
9228 633 0 141 - 2 7 12 1 -1 45 - 0 - 
9229 633 0 141 - 3 1 12 1 -1 45 - 0 - 
9230 633 0 141 - 3 2 12 1 -1 45 - 0 - 
9231 633 0 141 - 3 3 12 1 -1 45 - 0 - 
9232 633 0 141 - 2 5 12 1 -1 45 - 0 - 
9233 633 0 141 - 4 3 12 1 -1 45 - 0 - 
9234 633 0 141 - 4 4 12 1 -1 45 - 0 - 
9236 633 0 141 - 5 1 12 1 -1 45 - 0 - 
9262 210 0 54 - 1 2 4 1 -1 50 - 0 - 
9263 210 0 54 - 1 3 4 1 -1 50 - 0 - 
9264 210 0 54 - 1 4 4 1 -1 50 - 0 - 
9265 210 0 54 - 1 5 4 1 -1 50 - 0 - 
9266 212 0 54 - 3 2 4 1 -1 40 - 0 - 
9267 212 0 54 - 3 3 4 1 -1 40 - 0 - 
9268 212 0 54 - 3 4 4 1 -1 40 - 0 - 
9269 212 0 54 - 3 5 4 1 -1 40 - 0 - 
9274 640 0 165 - 1 2 4 1 -1 60 - 0 - 
9275 640 0 165 - 1 3 4 1 -1 60 - 0 - 
9276 640 0 165 - 1 4 4 1 -1 60 - 0 - 
9277 640 0 165 - 1 5 4 1 -1 60 - 0 - 
9278 640 0 165 - 2 2 4 1 -1 60 - 0 - 
9279 640 0 165 - 2 3 4 1 -1 60 - 0 - 
9280 640 0 165 - 2 4 4 1 -1 60 - 0 - 
9281 640 0 165 - 2 5 4 1 -1 60 - 0 - 
9286 640 0 165 - 3 2 4 1 -1 60 - 0 - 
9287 640 0 165 - 3 3 4 1 -1 60 - 0 - 
9288 640 0 165 - 3 4 4 1 -1 60 - 0 - 
9289 640 0 165 - 3 5 4 1 -1 60 - 0 - 
9292 640 0 165 - 5 2 4 1 -1 60 - 0 - 
9293 640 0 165 - 5 3 4 1 -1 60 - 0 - 
9294 640 0 165 - 5 4 4 1 -1 60 - 0 - 
9295 640 0 165 - 5 5 4 1 -1 60 - 0 - 
9296 640 0 165 - 4 2 4 1 -1 60 - 0 - 
9297 640 0 165 - 4 3 4 1 -1 60 - 0 - 
9298 640 0 165 - 4 4 4 1 -1 60 - 0 - 
9299 640 0 165 - 4 5 4 1 -1 60 - 0 - 
9304 641 0 165 - 1 2 4 1 -1 60 - 0 - 
9305 641 0 165 - 1 3 4 1 -1 60 - 0 - 
9306 641 0 165 - 1 4 4 1 -1 60 - 0 - 
9307 641 0 165 - 1 5 4 1 -1 60 - 0 - 
9312 641 0 165 - 2 2 4 1 -1 60 - 0 - 
9313 641 0 165 - 2 3 4 1 -1 60 - 0 - 
9314 641 0 165 - 2 4 4 1 -1 60 - 0 - 
9315 641 0 165 - 2 5 4 1 -1 60 - 0 - 
9320 641 0 165 - 3 2 4 1 -1 60 - 0 - 
9321 641 0 165 - 3 3 4 1 -1 60 - 0 - 
9322 641 0 165 - 3 4 4 1 -1 60 - 0 - 
9323 641 0 165 - 3 5 4 1 -1 60 - 0 - 
9330 641 0 165 - 4 2 4 1 -1 30 - 0 - 
9331 641 0 165 - 4 3 4 1 -1 30 - 0 - 
9332 641 0 165 - 4 4 4 1 -1 30 - 0 - 
9333 641 0 165 - 4 5 4 1 -1 30 - 0 - 
9338 641 0 165 - 4 2 4 1 -1 40 - 0 - 
9340 641 0 165 - 4 3 4 1 -1 40 - 0 - 
9342 641 0 165 - 4 4 4 1 -1 40 - 0 - 
9344 641 0 165 - 4 5 4 1 -1 40 - 0 - 
9346 641 0 165 - 5 2 4 1 -1 60 - 0 - 
9347 641 0 165 - 5 3 4 1 -1 60 - 0 - 
9348 641 0 165 - 5 4 4 1 -1 60 - 0 - 
9349 641 0 165 - 5 5 4 1 -1 60 - 0 - 
9364 645 0 165 - 2 2 4 1 -1 30 - 0 - 
9365 645 0 165 - 2 3 4 1 -1 30 - 0 - 
9366 645 0 165 - 2 4 4 1 -1 30 - 0 - 
9367 645 0 165 - 2 5 4 1 -1 30 - 0 - 
9372 645 0 165 - 3 2 4 1 -1 30 - 0 - 
9373 645 0 165 - 3 3 4 1 -1 30 - 0 - 
9374 645 0 165 - 3 4 4 1 -1 30 - 0 - 
9375 645 0 165 - 3 5 4 1 -1 30 - 0 - 
9376 645 0 165 - 5 2 4 1 -1 30 - 0 - 
9377 645 0 165 - 5 3 4 1 -1 30 - 0 - 
9380 645 0 165 - 2 6 4 1 -1 60 - 0 - 
9381 645 0 165 - 2 7 4 1 -1 60 - 0 - 
9384 644 0 160 - 5 8 2 2 -1 50 - 0 - 
9385 644 0 160 - 5 9 2 2 -1 50 - 0 - 
9386 645 0 165 - 1 2 4 1 -1 40 - 0 - 
9387 645 0 165 - 1 3 4 1 -1 40 - 0 - 
9388 645 0 165 - 1 4 4 1 -1 40 - 0 - 
9389 645 0 165 - 1 5 4 1 -1 40 - 0 - 
9390 645 0 165 - 2 2 4 1 -1 40 - 0 - 
9391 645 0 165 - 2 3 4 1 -1 40 - 0 - 
9392 645 0 165 - 2 4 4 1 -1 40 - 0 - 
9393 645 0 165 - 2 5 4 1 -1 40 - 0 - 
9394 645 0 165 - 3 2 4 1 -1 40 - 0 - 
9395 645 0 165 - 3 3 4 1 -1 40 - 0 - 
9396 645 0 165 - 3 4 4 1 -1 40 - 0 - 
9397 645 0 165 - 3 5 4 1 -1 40 - 0 - 
9398 645 0 165 - 5 2 4 1 -1 30 - 0 - 
9399 645 0 165 - 5 3 4 1 -1 30 - 0 - 
9400 645 0 165 - 5 4 4 1 -1 30 - 0 - 
9401 645 0 165 - 5 5 4 1 -1 30 - 0 - 
9410 646 0 165 - 2 2 4 1 -1 40 - 0 - 
9411 646 0 165 - 2 3 4 1 -1 40 - 0 - 
9412 646 0 165 - 2 4 4 1 -1 40 - 0 - 
9413 646 0 165 - 2 5 4 1 -1 40 - 0 - 
9414 646 0 165 - 3 2 4 1 -1 40 - 0 - 
9415 646 0 165 - 3 3 4 1 -1 40 - 0 - 
9416 646 0 165 - 3 4 4 1 -1 40 - 0 - 
9417 646 0 165 - 3 5 4 1 -1 40 - 0 - 
9418 646 0 165 - 4 2 4 1 -1 30 - 0 - 
9419 646 0 165 - 4 3 4 1 -1 30 - 0 - 
9420 646 0 165 - 4 4 4 1 -1 30 - 0 - 
9421 646 0 165 - 4 5 4 1 -1 30 - 0 - 
9426 646 0 165 - 2 2 4 1 -1 40 - 0 - 
9427 646 0 165 - 2 3 4 1 -1 40 - 0 - 
9428 646 0 165 - 2 4 4 1 -1 40 - 0 - 
9429 646 0 165 - 2 5 4 1 -1 40 - 0 - 
9434 647 0 37 - 4 17 5 3 -1 50 - 0 - 
9435 647 0 37 - 4 6 5 3 -1 50 - 0 - 
9436 647 0 37 - 4 8 5 3 -1 50 - 0 - 
9438 648 0 37 - 5 1 5 3 -1 50 - 0 - 
9439 648 0 37 - 5 2 5 3 -1 50 - 0 - 
9440 648 0 37 - 5 3 5 3 -1 50 - 0 - 
9441 648 0 37 - 5 4 5 3 -1 50 - 0 - 
9442 648 0 37 - 5 17 5 3 -1 50 - 0 - 
9443 648 0 37 - 5 6 5 3 -1 50 - 0 - 
9444 648 0 37 - 5 7 5 3 -1 50 - 0 - 
9445 648 0 37 - 5 8 5 3 -1 50 - 0 - 
9458 0 0 136 - 1 7 13 1 -1 50 - 0 - 
9459 0 0 136 - 1 8 13 1 -1 50 - 0 - 
9460 0 0 136 - 3 1 13 1 -1 50 - 0 - 
9461 0 0 136 - 3 2 13 1 -1 50 - 0 - 
9462 0 0 136 - 2 3 13 1 -1 50 - 0 - 
9463 0 0 136 - 2 4 13 1 -1 50 - 0 - 
9464 0 0 136 - 4 3 13 1 -1 50 - 0 - 
9472 0 0 136 - 2 3 13 1 -1 50 - 0 - 
9473 0 0 136 - 2 4 13 1 -1 50 - 0 - 
9474 0 0 136 - 4 3 13 1 -1 50 - 0 - 
9482 651 0 136 - 1 7 13 1 -1 50 - 0 - 
9483 651 0 136 - 1 8 13 1 -1 50 - 0 - 
9484 651 0 136 - 3 1 13 1 -1 50 - 0 - 
9485 651 0 136 - 3 2 13 1 -1 50 - 0 - 
9490 651 0 136 - 2 5 13 1 -1 50 - 0 - 
9491 651 0 136 - 2 6 13 1 -1 50 - 0 - 
9494 651 0 136 - 2 7 13 1 -1 50 - 0 - 
9495 651 0 136 - 2 8 13 1 -1 50 - 0 - 
9579 656 0 160 - 1 14 2 1 -1 60 - 0 - 
9580 656 0 160 - 1 15 2 1 -1 60 - 0 - 
9589 634 0 141 - 3 1 12 1 -1 50 - 0 - 
9590 634 0 141 - 3 2 12 1 -1 50 - 0 - 
9591 634 0 141 - 4 1 12 1 -1 50 - 0 - 
9592 634 0 141 - 4 2 12 1 -1 50 - 0 - 
9593 657 0 160 - 1 12 2 1 -1 60 - 0 - 
9594 657 0 160 - 1 13 2 1 -1 60 - 0 - 
9603 657 0 160 - 1 14 2 1 -1 60 - 0 - 
9604 657 0 160 - 1 15 2 1 -1 60 - 0 - 
9626 636 0 141 - 4 3 12 1 -1 50 - 0 - 
9627 636 0 141 - 4 4 12 1 -1 50 - 0 - 
9657 658 0 160 - 1 12 2 1 -1 60 - 0 - 
9658 658 0 160 - 1 13 2 1 -1 60 - 0 - 
9659 658 0 160 - 3 12 2 1 -1 60 - 0 - 
9660 658 0 160 - 3 13 2 1 -1 60 - 0 - 
9705 660 0 160 - 2 12 2 1 -1 50 - 0 - 
9706 660 0 160 - 2 13 2 1 -1 50 - 0 - 
9723 661 0 36 - 4 3 5 3 -1 55 - 0 - 
9724 661 0 36 - 4 4 5 3 -1 55 - 0 - 
9725 661 0 36 - 4 5 5 3 -1 55 - 0 - 
9727 661 0 36 - 4 17 5 3 -1 55 - 0 - 
9728 661 0 36 - 4 6 5 3 -1 55 - 0 - 
9729 661 0 36 - 4 7 5 3 -1 55 - 0 - 
9730 661 0 36 - 4 8 5 3 -1 55 - 0 - 
9760 667 0 42 - 3 4 1 1 -1 60 - 0 - 
9761 667 0 42 - 3 5 1 1 -1 60 - 0 - 
9762 667 0 42 - 5 4 1 1 -1 60 - 0 - 
9763 667 0 42 - 5 5 1 1 -1 60 - 0 - 
9768 667 0 42 - 2 4 2 1 -1 50 - 0 - 
9769 667 0 42 - 2 5 2 1 -1 50 - 0 - 
9771 668 0 42 - 1 7 1 1 -1 45 - 0 - 
9786 670 0 4 - 1 12 2 1 -1 60 - 0 - 
9787 670 0 4 - 1 13 2 1 -1 60 - 0 - 
9788 670 0 4 - 1 14 2 1 -1 60 - 0 - 
9789 670 0 4 - 1 15 2 1 -1 60 - 0 - 
9827 670 0 4 - 2 12 2 1 -1 60 - 0 - 
9828 670 0 4 - 2 13 2 1 -1 60 - 0 - 
9835 670 0 4 - 3 12 2 1 -1 60 - 0 - 
9836 670 0 4 - 3 13 2 1 -1 60 - 0 - 
9839 670 0 4 - 5 12 2 1 -1 60 - 0 - 
9840 670 0 4 - 5 13 2 1 -1 60 - 0 - 
9847 680 0 4 - 1 14 2 1 -1 50 - 0 - 
